Algorithm: Prim's MST
31920 62482 36
86480 62614 36
62614 81086 4
62614 23159 27
38263 62643 36
68280 62664 36
51326 62715 36
62715 77220 24
77220 4264 6
4264 17370 8
4264 22132 10
4264 29292 16
29292 93322 5
93322 91009 9
62715 99215 24
91009 43697 26
93322 66019 30
91009 98278 30
66019 49585 31
48400 62720 36
43360 62850 36
62850 80648 25
62850 10644 34
796 63308 36
39943 63419 36
88478 63452 36
63452 28076 36
28076 83163 16
83163 58989 14
28076 2835 21
28076 31319 25
28076 39149 30
39149 80909 22
5374 63537 36
20870 63620 36
63620 72434 13
63620 87731 18
72434 85264 21
72434 16311 34
85264 29851 36
19509 63661 36
46844 63673 36
7516 63741 36
97487 63759 36
63759 96892 17
96892 28919 1
79903 63775 36
27885 63876 36
63876 47281 26
63876 70888 32
63238 63902 36
16739 64004 36
52851 64093 36
64093 75620 12
75620 28261 3
28261 95285 6
28261 73202 7
64093 22340 29
38056 64174 36
64174 97547 7
2094 64316 36
64316 38499 8
6890 64319 36
12332 64364 36
57787 64366 36
38512 64393 36
37948 64423 36
3892 64501 36
64501 88695 8
4981 64748 36
30884 64783 36
25030 64808 36
17373 64957 36
14993 64958 36
27200 64972 36
58150 65134 36
55656 65406 36
51711 65421 36
47757 65459 36
27471 65629 36
65629 39734 20
39734 64915 24
64915 57345 9
57345 11898 10
11898 8868 11
57345 64468 21
64915 84949 32
84949 81531 1
84949 90088 10
22860 65788 36
65788 33726 14
72851 65894 36
69853 65952 36
65952 45800 19
65952 3421 20
65952 91632 35
11439 65975 36
28322 66010 36
24493 66012 36
66012 3095 17
66012 38657 25
47570 66183 36
61655 66220 36
66220 13293 8
66220 28129 14
28129 52516 15
52516 81097 10
52516 59770 11
13293 8465 26
56317 66407 36
91511 66453 36
178 66630 36
86873 66682 36
38765 66708 36
66708 63385 3
66708 66187 20
66187 33684 27
33684 78737 18
66187 56807 29
56807 61293 14
56807 18964 17
18964 78711 21
38972 66729 36
66729 61328 27
61328 16173 29
61328 27190 29
34264 66763 36
38366 66914 36
66914 82648 11
82648 25552 16
82648 22276 23
22276 22734 19
22734 23162 9
23162 9521 7
22276 74461 28
74461 44026 5
22276 72521 29
23162 74597 29
23162 31639 32
4359 66915 36
66915 28836 31
28836 38586 25
54600 66924 36
1784 67120 36
74273 67200 36
29121 67278 36
2488 67376 36
30301 67491 36
67491 97996 16
94645 67559 36
11106 67695 36
6905 67738 36
67738 63436 36
13443 67825 36
76279 67928 36
67928 22951 18
22951 18717 8
18717 64312 3
22951 24798 25
24798 41710 2
41710 50269 7
41710 46275 8
46275 36387 16
36387 22197 1
22197 19080 15
19080 61827 12
588 68047 36
68047 57133 17
57133 80602 17
57133 4736 24
4736 94594 35
5743 68133 36
68133 60113 10
67655 68154 36
95979 68405 36
67449 68512 36
83618 68521 36
66536 68571 36
68571 87321 28
87321 80346 27
80346 78267 8
78267 97699 14
78267 82077 15
97699 12978 26
87321 81864 29
52361 68655 36
99680 69302 36
26543 69464 36
74210 69495 36
18873 69539 36
69539 50128 16
22122 69711 36
69711 77219 35
68103 69726 36
7478 69805 36
69805 79777 1
21952 69999 36
83458 70377 36
70377 39775 15
54039 70434 36
96901 70494 36
37119 70582 36
23589 70685 36
36357 70759 36
70759 79132 29
79132 19664 9
79132 83608 28
37205 70825 36
9806 70860 36
70860 66120 36
66120 11987 5
66120 98861 18
92644 71011 36
47154 71049 36
71049 89910 10
71049 67236 28
99627 71215 36
71215 93418 13
68997 71257 36
73934 71390 36
19797 71794 36
32377 71882 36
71882 65773 17
71882 77731 26
21051 71947 36
71947 81182 31
33195 72056 36
11100 72387 36
72387 81001 26
72387 30863 28
81001 72807 29
72807 31335 23
43401 72392 36
45225 72684 36
72684 17880 19
17880 15934 22
17880 53955 32
84012 72703 36
49573 72831 36
72831 45711 12
9770 72993 36
62226 73403 36
73403 63212 32
63212 79193 14
79193 79183 21
94795 73448 36
72954 73457 36
73457 48430 12
48430 85440 32
85440 97784 5
85440 91649 7
91649 39985 22
39985 5942 16
39985 78418 28
73457 21862 33
21862 53844 25
53844 85357 19
91649 54286 35
42622 73581 36
74737 73608 36
72004 73769 36
73769 72642 12
72642 25075 35
25075 12559 19
25075 25100 25
96947 73856 36
73856 20143 5
73856 73798 32
73798 39587 14
2317 74012 36
74012 98178 6
98178 30953 12
74012 38085 25
38085 16577 2
16577 15954 14
15954 89314 19
74012 86514 25
86514 57976 19
57976 39059 8
73625 74018 36
4997 74041 36
76765 74148 36
74148 39344 29
39344 38600 6
74148 74710 35
74710 82186 15
82186 64494 1
64494 66424 32
66424 70598 29
23139 74168 36
43626 74203 36
74203 43024 9
74203 86932 26
43024 52439 32
10868 74249 36
80984 74406 36
22699 74409 36
74409 45177 9
22405 74753 36
58564 74864 36
14608 74971 36
74971 33955 16
33955 84392 24
33955 62813 25
84392 49820 30
74971 72649 30
72649 5379 3
5379 8302 2
8302 86491 1
8302 63320 3
8302 15821 12
15821 68575 6
15821 40087 13
40087 75868 8
15821 62252 20
75868 20586 28
5379 3724 30
49820 45655 34
45655 48395 8
48395 55811 11
55811 53045 1
48395 18831 30
45655 16726 33
16726 40896 24
16726 69318 34
72649 41679 36
41679 94917 6
83607 75005 36
36394 75006 36
75006 41230 19
60899 75030 36
47664 75127 36
4490 75308 36
75308 18105 28
1399 75381 36
75381 90299 25
75381 66207 29
90299 52271 32
21801 75421 36
75421 25816 7
25816 27239 9
27239 29506 29
27239 14433 30
29506 6269 34
77530 75432 36
68050 75436 36
75436 42089 25
42089 55218 8
42089 26753 33
27798 75443 36
75443 53222 12
53222 87581 25
75443 69067 31
69067 55466 14
55466 71749 32
71749 97239 29
68152 75461 36
17767 75644 36
39538 75712 36
71767 75756 36
29525 75797 36
8650 75990 36
94816 76118 36
37689 76287 36
76287 86316 33
79799 76366 36
37656 76525 36
29861 76613 36
34186 76868 36
76868 84878 14
20441 77453 36
77453 95583 2
77453 19372 17
23952 77604 36
26152 77642 36
77642 34615 24
34615 52463 14
13642 77689 36
6563 77764 36
77764 89443 22
89443 1317 19
1317 38596 4
38596 54895 2
38596 24202 14
23765 77835 36
898 77961 36
6205 77979 36
34447 78049 36
78049 48763 18
91085 78207 36
78207 39210 6
78207 75227 36
76190 78401 36
43073 78567 36
78567 32432 25
60611 78738 36
78738 90826 13
78738 70967 16
70967 88450 1
70967 30219 2
70967 54614 3
30219 7921 4
30219 26476 26
30219 55813 31
54614 73364 36
54776 78747 36
78747 26599 29
53874 78756 36
335 79139 36
79139 90034 7
79139 99373 29
99373 99630 9
73215 79345 36
36816 79539 36
82534 79792 36
98684 79813 36
25141 79941 36
79941 65686 31
65686 20010 28
20010 39709 15
39709 82848 1
20010 75361 16
75361 26127 13
75361 80578 15
75361 21790 23
21790 18733 18
18733 7056 17
21790 38838 24
26127 73842 25
73842 84677 5
38838 98204 25
98204 41680 24
41680 98056 12
98204 11139 28
98056 53905 29
20010 63528 32
63528 85513 15
63528 31982 33
11139 10524 34
10524 2421 23
2421 41294 11
75361 56754 35
41680 47665 36
13195 80161 36
80161 99598 16
80161 31012 26
31012 55004 32
31012 87456 34
87456 9092 18
88457 80457 36
9246 80479 36
42595 80627 36
80627 87986 29
87986 38663 24
37226 80743 36
80743 98660 7
98660 35358 22
14419 80969 36
32438 81196 36
52361 81285 36
81285 68778 22
68778 69085 26
71 81559 36
82237 81568 36
81568 48993 13
81568 93663 33
75161 81575 36
81575 14886 26
14886 89140 11
14886 12648 32
12648 12099 6
12648 7713 12
7713 2952 7
12648 60262 24
60262 31559 14
31559 95414 11
12099 90560 30
12915 81627 36
46304 81810 36
68344 81904 36
81904 93186 1
56705 82055 36
22605 82223 36
82223 99561 7
99561 69796 10
49114 82407 36
82407 80102 19
99805 82481 36
82481 99409 25
82481 70348 28
16517 82653 36
82653 22355 25
22355 47978 22
47978 69919 27
32297 82660 36
82660 40703 31
65700 82710 36
82710 65804 10
21642 82851 36
14896 82880 36
17517 82965 36
82965 66327 13
23788 83084 36
83084 25783 26
70097 83085 36
55963 83268 36
9960 83310 36
83310 77321 36
4792 83311 36
90029 83390 36
6393 83524 36
83524 5825 28
5825 26605 12
58496 83528 36
72112 83535 36
5048 83570 36
83570 49031 17
83570 54598 19
55835 83604 36
87591 83620 36
83620 78178 32
78178 88345 5
78178 30744 10
30744 69881 2
30744 61121 5
61121 66755 1
61121 50965 6
54514 83626 36
83626 68935 34
68935 67850 16
67850 34214 20
68935 87521 22
87521 28440 8
77079 83722 36
91903 84026 36
43498 84141 36
80787 84328 36
6887 84480 36
75232 84518 36
26910 84610 36
23344 84787 36
84787 84078 21
89978 84851 36
84851 23523 17
23523 27581 25
27581 80185 4
23523 43994 26
84851 8346 29
79950 85135 36
2708 85208 36
67232 85251 36
39354 85522 36
85522 56195 25
56195 50891 35
50891 37584 26
27562 85605 36
73751 85686 36
85686 82571 4
82571 70047 36
39847 85767 36
67381 85788 36
65741 85821 36
76003 85851 36
46479 86027 36
96630 86382 36
86382 90724 35
90724 81543 10
41763 86449 36
13816 86498 36
48863 86574 36
55878 86607 36
86607 21964 11
86607 53099 17
18327 86644 36
10266 86759 36
86759 71053 21
86759 70216 23
73095 86781 36
29024 87176 36
87176 44968 26
44968 70648 36
70648 94697 10
35510 87179 36
32235 87366 36
87366 5779 30
29066 87621 36
82989 87836 36
37594 87991 36
87991 53020 3
86195 88196 36
78120 88367 36
88367 97236 26
88367 32096 28
32096 83160 15
36129 88389 36
42243 88586 36
22074 88675 36
88675 90786 1
88675 17019 29
86521 88829 36
88829 78842 5
41691 88873 36
87277 88994 36
52949 88995 36
81783 89064 36
59379 89104 36
7711 89224 36
89224 46433 9
8064 89279 36
89279 54963 23
68919 89419 36
40980 89533 36
89533 21320 34
21320 36635 34
49545 89748 36
43662 89855 36
89855 58198 22
58198 10592 20
12147 89934 36
63670 90081 36
90081 86879 26
86879 47805 15
47805 17241 4
47805 44683 20
44683 72775 5
44683 64539 25
64539 96593 5
86795 90097 36
90097 42352 4
71014 90319 36
85595 90437 36
87821 90568 36
7074 90762 36
4678 90768 36
63499 90897 36
90897 29291 23
2168 90932 36
90932 15562 23
11328 91155 36
521 91210 36
41696 91244 36
91244 98153 27
98153 55484 24
55484 31015 4
31015 30073 18
30073 64595 20
30073 85059 20
31015 29091 23
30073 22455 24
30073 13216 25
73843 91279 36
91279 92004 11
39136 91363 36
31423 91426 36
94330 91457 36
91457 79124 8
79124 67592 33
67592 62776 5
62776 55315 1
62776 20440 18
75527 91484 36
25076 91711 36
91711 46001 6
46001 19991 24
19991 82233 28
82233 68858 18
68858 87732 31
87732 92128 12
87404 91853 36
91853 10236 15
22301 91923 36
91923 35817 34
24947 92122 36
8494 92124 36
92124 71750 19
71750 1182 7
1182 6053 25
6053 70215 4
70215 60854 8
70215 55715 25
36617 92176 36
20105 92248 36
92248 7137 26
7137 31948 9
92248 68087 30
31948 58672 32
31948 25205 35
25205 6917 20
6917 94876 26
94876 57242 16
57242 21748 19
21748 52688 5
45583 92293 36
92293 46086 1
92293 35369 9
46086 89190 30
38598 92445 36
42976 92486 36
19951 92487 36
92487 82134 13
92487 90116 23
75368 92843 36
92843 37064 6
92843 62824 27
37064 74028 29
25388 92885 36
37706 92889 36
9356 92905 36
89993 93061 36
99833 93092 36
40831 93160 36
93160 1190 19
1190 76988 33
33793 93166 36
93166 56623 23
74766 93227 36
88368 93235 36
93235 85193 36
1971 93318 36
43008 93347 36
14948 93400 36
93400 20621 9
20621 13509 13
37695 93591 36
82846 93606 36
1721 93783 36
147 93825 36
54326 93907 36
15383 94292 36
94292 88818 8
88818 55609 6
9341 94427 36
94427 99716 6
3813 94520 36
94520 22808 33
12083 94621 36
86727 94920 36
94920 96495 7
96495 96802 3
96802 55829 34
55829 53076 15
53076 54941 16
53076 91211 35
74200 94962 36
94962 62526 29
72294 95034 36
95034 6875 33
6875 87564 25
22169 95066 36
82008 95090 36
42935 95256 36
28351 95508 36
7410 95656 36
92172 95797 36
34388 95878 36
12096 95921 36
95921 70287 9
70287 39483 23
43827 96038 36
46519 96090 36
96090 83305 24
83305 96360 15
96360 85515 21
80332 96095 36
38276 96176 36
96176 12121 19
12121 11701 14
12121 71253 15
71253 46612 15
46612 23711 9
11701 2174 16
12121 43105 16
23711 35355 24
35355 80509 7
80509 35692 26
2174 36157 36
36157 36071 24
36071 13319 32
13319 42294 14
13319 55414 20
55414 40231 11
40231 29849 33
75786 96278 36
26152 96451 36
75665 96523 36
44928 96555 36
26090 96724 36
71946 97014 36
78060 97064 36
97064 13883 20
67970 97125 36
97125 83273 13
19166 97169 36
97169 66139 24
66139 68767 8
59747 97181 36
10039 97238 36
97238 99381 9
97238 91410 11
23088 97272 36
58234 97292 36
8997 97322 36
97322 92200 11
55230 97360 36
47170 97438 36
60591 97479 36
16712 97737 36
97737 91450 20
16181 97745 36
97745 80895 6
80895 58152 21
58152 95712 22
95712 31783 10
95712 44523 25
44523 57059 5
31783 22967 26
1390 97751 36
78612 97766 36
97766 96062 8
22268 97888 36
51849 97907 36
97907 59201 6
59201 85055 23
85055 53820 14
73130 97955 36
97955 58397 13
6251 97960 36
97960 37890 20
6003 98124 36
98124 87667 21
87667 19167 31
22555 98152 36
18436 98182 36
34829 98325 36
6349 98351 36
98351 84598 7
89334 98424 36
73848 98659 36
61422 98746 36
55857 98789 36
98789 36356 17
63905 98950 36
59503 98970 36
38304 98985 36
96656 99021 36
90290 99085 36
99085 94070 11
9471 99287 36
26775 99299 36
43182 99309 36
72839 99422 36
4809 99579 36
1481 99663 36
23571 99685 36
11715 99827 36
99827 20357 32
5926 99913 36
99913 59655 7
27634 99926 36
52093 99975 36
1036 63 37
34969 86 37
86 1472 24
1472 10477 35
7202 207 37
207 17683 22
207 20447 30
1891 234 37
234 86535 33
86535 3645 28
3645 11446 21
86535 83291 28
6379 543 37
1962 648 37
648 47730 28
47730 67396 9
67396 67506 23
648 1039 31
1039 7777 34
7777 88283 29
88283 80063 2
648 976 36
976 91303 16
976 99148 33
99148 59351 26
59351 73420 3
59351 71074 5
71074 56949 12
99148 27459 32
27459 13163 25
13163 44872 16
13163 77855 25
71074 19309 34
7777 90358 36
90358 31901 15
90358 66204 21
90358 30407 34
30407 43547 2
30407 70352 5
30407 59686 8
59686 78558 14
30407 97127 16
30407 2117 31
2117 79715 3
79715 87295 4
31901 32659 36
32659 62445 23
2117 38128 36
38128 8016 24
12627 789 37
789 84991 18
84991 45765 12
84991 95435 36
40693 794 37
794 42030 1
13731 913 37
62347 993 37
993 6123 11
993 1470 19
993 25953 31
13142 1027 37
1027 55938 12
55938 47927 5
47927 48715 4
48715 22750 12
22750 35378 12
1027 52392 15
1027 56528 21
55938 81941 22
81941 41247 15
81941 74434 17
74434 29797 32
41247 81287 35
81287 67995 13
48715 49491 36
154 1125 37
1125 2484 5
1125 31635 29
31635 59402 7
59402 82287 3
59402 44113 32
44113 49652 20
49652 25302 12
49652 98678 22
98678 43096 36
77015 1753 37
1753 52161 3
1753 8193 15
52161 33469 17
1753 91657 22
1654 1761 37
3665 1793 37
1793 2796 33
15944 1916 37
1916 25345 1
25345 49495 1
25345 80339 20
7555 2238 37
2238 1791 13
25524 2414 37
2257 2502 37
2502 85283 2
85283 70084 29
70084 36626 18
36626 46868 22
36626 41599 29
98545 2531 37
5564 2676 37
2676 12297 11
5515 2730 37
2730 8704 16
8704 33803 3
8704 55045 18
55045 19477 15
2730 11997 31
3177 2743 37
2743 1619 36
1619 75726 7
75726 60214 4
1619 2360 20
2360 35902 2
1619 81058 27
81058 703 13
81058 81368 18
60214 47452 28
47452 83378 16
60214 1020 29
1020 11599 14
11599 22358 15
1020 1045 18
22358 42667 19
22358 28115 24
1020 19702 26
1045 81376 26
81376 52787 2
52787 38624 23
78029 2887 37
7942 2956 37
2956 92874 3
20190 3136 37
3136 19008 2
19008 64913 6
19008 72903 8
19008 94984 13
94984 36154 13
36154 8389 13
72903 35814 25
94984 74400 26
88203 3340 37
19099 3461 37
3461 79665 16
3461 3517 18
3517 9740 5
9740 31367 27
3461 93462 29
16229 3561 37
3561 9229 10
3561 45342 32
10317 3667 37
3667 6993 16
6993 70917 5
6993 11769 18
64760 3888 37
3888 54997 25
54997 90458 10
42507 3995 37
3995 7995 27
7995 78083 5
7995 30045 27
3995 6143 29
6143 9745 7
6143 48958 22
48958 82496 6
3995 1434 37
1434 702 4
1284 4001 37
3440 4163 37
4163 95029 5
83043 4199 37
4199 59447 23
59447 86238 23
59447 60137 36
9045 4655 37
4655 62595 16
4655 85615 17
85615 78581 8
78581 83650 2
78581 70011 15
15332 4668 37
3306 4750 37
4750 16899 10
4750 95134 12
95134 39774 30
82665 5004 37
5004 90946 13
3859 5189 37
34570 5275 37
5275 7070 35
15075 5473 37
5473 45380 3
5473 22211 20
22211 42166 17
42166 83682 30
83682 94613 7
83682 26471 22
94613 87847 31
87847 20689 1
5473 61676 33
2858 5528 37
5528 88067 2
5528 67067 11
88067 71740 24
71740 56785 20
58655 5595 37
5595 55834 35
55834 64420 19
41422 5698 37
5698 6091 11
44404 5782 37
7134 5848 37
5848 8993 9
5848 97510 29
8993 45183 34
45183 17642 17
45183 48806 36
48806 51699 10
51699 4892 21
4892 75744 10
30665 5923 37
5923 10239 2
4530 5982 37
11437 5998 37
5998 23575 13
5998 58260 13
5998 31650 23
4544 6093 37
2777 6211 37
6211 72537 30
72537 76646 12
85969 6495 37
6495 4995 26
4995 2527 24
3670 6590 37
6590 10354 1
24362 6593 37
6593 88176 1
6593 20916 2
6593 4204 25
88176 89794 31
89794 51890 3
10952 6713 37
6713 14979 28
14979 20204 5
14979 37110 7
37110 80006 12
6713 69463 30
69463 44643 17
44643 14913 22
14979 81781 32
6713 41701 33
91125 6850 37
41330 6903 37
6903 43122 20
43122 9914 12
22568 6911 37
6911 51277 5
6911 11309 16
12491 7208 37
60725 7293 37
7293 47734 35
76268 7401 37
7401 99857 6
7401 3207 11
3207 57088 7
7401 82824 16
7401 79746 25
79746 36089 3
36089 82033 20
36089 51531 27
3207 24632 34
7401 19676 36
19676 85726 2
12077 7409 37
1499 7558 37
7558 11000 29
40024 7616 37
10738 7714 37
1132 7855 37
1683 7905 37
34678 8031 37
3435 8268 37
8268 6314 21
6314 86202 3
86202 80756 1
6314 56881 13
6314 96668 17
96668 40390 12
96668 73098 18
40390 89931 18
8268 68899 21
96668 50784 25
56881 47018 26
40390 75702 26
86202 80213 27
40390 89363 36
51050 8275 37
8275 24964 12
24964 28730 1
8275 20205 13
20205 81953 32
9389 8295 37
8295 8692 9
8295 79433 12
8692 22243 18
8692 28140 27
8692 23289 28
8692 31719 31
31719 47621 29
11662 8604 37
8604 63986 7
8604 81487 11
81487 58562 12
8604 52000 13
58562 20693 14
8604 95851 14
52000 45783 34
45783 15894 22
45783 19296 33
19296 8187 3
8187 24524 3
3472 8743 37
72176 8780 37
8780 20474 21
20474 26458 2
8780 29595 23
11781 8961 37
8961 40233 32
40233 11210 36
46787 8963 37
8963 13461 29
13461 93822 6
13461 47538 22
14950 9031 37
9031 97058 15
97058 34647 27
8143 9038 37
9038 29495 16
29495 30510 36
30510 41136 12
41136 40595 6
20377 9050 37
9050 58844 25
58844 65598 11
9050 22775 35
22775 61506 9
39566 9248 37
9248 9574 28
13154 9366 37
9366 80312 11
9366 64454 15
29651 9483 37
9483 1136 6
9483 49337 26
1136 6263 27
95735 9571 37
9571 89201 4
9571 67766 5
67766 43362 27
72890 9577 37
9577 12239 1
14908 9658 37
6890 9678 37
9678 48385 32
15551 9884 37
43875 9896 37
35915 10436 37
58727 10606 37
10606 89599 2
10606 95659 10
74232 10813 37
10813 34298 19
28835 10863 37
10330 10870 37
10870 98192 29
10870 40465 30
40465 39165 17
52258 10986 37
10986 84544 2
5662 11013 37
4860 11154 37
11154 39481 27
11154 18578 28
16021 11225 37
11419 11238 37
11761 11240 37
11240 25440 9
4319 11268 37
11268 66198 10
11268 30447 34
30447 79534 31
13709 11290 37
2202 11379 37
11379 46378 5
11379 52661 28
46378 96315 28
96315 88116 26
88116 49574 19
49574 39177 1
88116 97622 23
49574 5910 33
5910 33653 28
33653 63840 3
8807 11420 37
11420 35672 2
11033 11442 37
11442 96337 9
11442 36194 14
36194 78102 26
14172 11713 37
12548 11961 37
11961 85388 6
85388 11356 36
11356 49021 6
75902 12513 37
12513 42361 35
42361 62565 22
62565 87851 20
29662 12589 37
9713 12710 37
7367 12712 37
12712 23619 35
3959 12724 37
13372 12733 37
29629 12871 37
12871 74014 6
74014 34937 16
34937 99138 13
99138 28390 19
12728 12995 37
1000 13002 37
13002 30217 18
14450 13031 37
13031 36677 10
13031 13036 19
36677 41485 32
41485 13540 17
20109 13044 37
13044 52915 14
5203 13173 37
13173 13308 2
13185 13213 37
13213 99224 17
13213 17198 19
99224 96345 23
17198 20923 25
20923 16579 30
17198 34066 31
16579 93105 31
34066 58080 35
58080 83003 28
37714 13285 37
14047 13368 37
13368 44322 20
44322 77146 15
77146 66671 13
44322 20151 34
20151 48415 1
76336 13421 37
13421 11605 35
11605 93689 32
13421 55137 35
43176 13440 37
13440 44235 14
13440 5496 26
5496 37658 30
82746 13688 37
23548 13733 37
13733 85592 7
13733 9523 20
